,neg,pos
automaton,3.0,
automobil,10.0,8.0
autonom,,1.0
autonomi,,1.0
autopilot,9.0,1.0
autopsi,2.0,1.0
autumn,1.0,1.0
aux,,2.0
ava,1.0,
avail,18.0,36.0
avalon,1.0,1.0
avant,,1.0
avantgard,,2.0
avari,,2.0
avarici,1.0,
avatar,1.0,
aveng,28.0,4.0
avenu,1.0,3.0
averag,32.0,44.0
averagejo,,1.0
averages,,1.0
averi,3.0,4.0
avers,1.0,3.0
aviat,1.0,1.0
avid,3.0,6.0
avika,1.0,
avit,3.0,
avoc,,2.0
avoid,43.0,53.0
avow,,1.0
aw,99.0,15.0
await,11.0,17.0
awak,15.0,5.0
awaken,3.0,12.0
awar,14.0,26.0
award,32.0,55.0
awardcalibr,,3.0
awardsymbol,,1.0
awardwin,5.0,7.0
awardwinn,1.0,
awardworthi,,1.0
awash,1.0,1.0
away,218.0,219.0
awe,4.0,7.0
aweek,,2.0
awefil,,1.0
aweinspir,2.0,4.0
awesom,7.0,19.0
awestruck,,1.0
awhil,7.0,7.0
awk,,1.0
awkward,20.0,15.0
awok,1.0,1.0
awri,9.0,9.0
awright,,1.0
awsom,1.0,
aww,,2.0
awwww,1.0,
awwwww,1.0,
ax,1.0,2.0
axe,5.0,2.0
axel,2.0,1.0
axewield,,1.0
axiomat,,1.0
ayer,1.0,
aykroyd,8.0,4.0
az,,1.0
azaria,15.0,2.0
azazel,,5.0
azrael,,2.0
aztec,1.0,
azthi,,1.0
baad,,2.0
baadasssss,,2.0
baaramew,1.0,
bab,,1.0
babaloo,1.0,1.0
babbl,4.0,2.0
babblessh,1.0,
babboon,,2.0
babe,38.0,41.0
babemagnet,1.0,
babi,59.0,43.0
baboon,,2.0
babyboom,,1.0
babycak,1.0,
babyfac,,1.0
babysit,4.0,4.0
babysitt,20.0,
bacal,1.0,
bach,,2.0
bachelor,16.0,6.0
bachmann,,1.0
back,340.0,397.0
backbon,1.0,4.0
backdoor,,1.0
backdraft,1.0,3.0
backdrop,6.0,18.0
backend,,1.0
backer,3.0,3.0
backfir,3.0,4.0
background,50.0,52.0
backlash,1.0,2.0
backpack,2.0,
backped,,2.0
backroad,,1.0
backseat,1.0,1.0
backslidden,,1.0
backstab,1.0,1.0
backstabb,1.0,1.0
backstag,1.0,1.0
backstori,3.0,5.0
backstreet,,1.0
backto,,1.0
backtoback,1.0,
backtrack,1.0,1.0
backup,2.0,1.0
backus,1.0,
backward,7.0,2.0
backwat,,1.0
backwood,,4.0
backword,1.0,
backyard,5.0,1.0
bacon,21.0,36.0
bacri,,3.0
bacteria,,1.0
baction,,1.0
bactor,,1.0
bad,798.0,257.0
badalamenti,1.0,
badass,7.0,2.0
baddass,,1.0
baddeley,,1.0
baddi,7.0,2.0
badg,3.0,2.0
badger,1.0,
badguy,1.0,
badi,1.0,
badland,,2.0
badlydub,,1.0
badlywritten,,1.0
badmouth,,1.0
badu,1.0,
baffel,1.0,
baffl,5.0,6.0
bafta,1.0,
bag,14.0,32.0
baggag,9.0,3.0
bagger,,1.0
baggi,1.0,
bagpip,,2.0
bah,2.0,
bahama,4.0,3.0
bahia,1.0,
bahn,1.0,
bai,1.0,1.0
bail,6.0,8.0
bailey,1.0,6.0
baileygait,1.0,
baird,2.0,
bait,5.0,1.0
bake,2.0,3.0
baker,14.0,17.0
bakersfield,1.0,
bakshi,2.0,1.0
baku,7.0,8.0
bakula,1.0,
bala,,8.0
balaban,2.0,
balanc,6.0,30.0
balasko,2.0,
balbrick,2.0,
balconi,,2.0
bald,7.0,4.0
balderdash,,2.0
baldwin,34.0,20.0
bale,,2.0
balk,3.0,
ball,29.0,28.0
ballad,1.0,8.0
ballard,2.0,
ballbounc,,1.0
ballentin,,1.0
ballet,,4.0
ballhaus,1.0,
balliol,,1.0
ballisit,1.0,
ballist,5.0,1.0
balloon,4.0,2.0
ballot,,1.0
ballroom,4.0,6.0
ballsnif,1.0,
ballstein,,1.0
ballyhoo,1.0,2.0
balmi,,1.0
balsan,,1.0
balthazar,4.0,
baltimor,,1.0
balto,,2.0
baltus,,1.0
baluyev,,1.0
bambi,,2.0
bamboo,,1.0
ban,1.0,3.0
banal,14.0,7.0
banana,8.0,4.0
bancroft,4.0,7.0
band,48.0,48.0
bandag,1.0,2.0
bandanna,,1.0
bandara,1.0,
bander,1.0,
bandera,27.0,11.0
banderass,1.0,
bandi,1.0,1.0
bandit,1.0,12.0
bandito,,1.0
bandmat,,1.0
bandstand,,2.0
bandwagon,3.0,
bane,4.0,
bang,30.0,5.0
bangi,1.0,
banish,6.0,8.0
banist,,1.0
banjo,,1.0
banjopick,1.0,
bank,22.0,43.0
bankabl,1.0,3.0
banker,,4.0
bankol,,2.0
bankrol,1.0,
bankrupt,6.0,1.0
bankruptci,2.0,2.0
bannen,,6.0
banner,2.0,2.0
bannist,,1.0
banquet,,4.0
banshe,2.0,
banter,7.0,9.0
bantu,,1.0
banyon,,1.0
banzai,1.0,
baotian,1.0,
baptist,3.0,
bar,28.0,34.0
baranski,2.0,2.0
barb,12.0,3.0
barbar,2.0,1.0
barbara,14.0,12.0
barbarian,1.0,1.0
barbarino,1.0,
barbatus,,2.0
barbecu,1.0,
barbel,1.0,
barbequ,1.0,
barber,5.0,6.0
barbet,2.0,1.0
barbi,3.0,4.0
barbiedol,,1.0
barbieri,,1.0
barcalow,1.0,
barcelona,2.0,2.0
bard,2.0,5.0
bare,59.0,33.0
barefoot,,1.0
bareiki,,2.0
bareknuckl,1.0,1.0
barelyfunni,1.0,
barelyincontrol,1.0,
barenboim,,1.0
barest,1.0,
barf,2.0,2.0
barg,2.0,
bargain,8.0,7.0
bark,5.0,6.0
barkeep,1.0,
barker,1.0,
barkin,,1.0
barksdal,,2.0
barmaid,,1.0
barn,6.0,14.0
barnburn,,1.0
barney,4.0,
barnfield,1.0,
barntil,,1.0
baron,5.0,
barond,,1.0
barown,2.0,
barr,2.0,1.0
barracad,,1.0
barrack,,1.0
barrag,9.0,2.0
barrel,5.0,4.0
barren,2.0,5.0
barri,22.0,25.0
barrier,6.0,5.0
barrist,,2.0
barroom,2.0,
barrymor,16.0,24.0
barstool,,1.0
bartellemeo,,1.0
bartend,11.0,2.0
barter,1.0,
barth,,1.0
bartkiwiak,1.0,
bartkowiak,3.0,1.0
bartlebi,,4.0
bartok,,1.0
barton,1.0,1.0
bartusiak,1.0,
barwhorehous,1.0,
barzoon,,1.0
basch,,1.0
bascial,1.0,
base,117.0,154.0
basebal,19.0,22.0
baseballrel,1.0,
baseketbal,1.0,
baseless,2.0,
baseman,,1.0
basement,6.0,6.0
baser,1.0,
bash,5.0,5.0
basi,16.0,22.0
basic,141.0,119.0
basicallybigroachtypebug,,1.0
basicand,1.0,
basil,1.0,1.0
basing,7.0,1.0
bask,,1.0
basket,,1.0
basketbal,17.0,11.0
basquiat,1.0,
bass,2.0,2.0
basset,,1.0
bassett,6.0,4.0
bassing,,1.0
basspound,,1.0
bastad,,1.0
bastard,13.0,23.0
bastardis,,1.0
bastill,,3.0
bastion,1.0,
bat,31.0,11.0
bataillon,,1.0
batallion,,1.0
batarang,2.0,
batcav,4.0,1.0
batch,2.0,3.0
bate,5.0,20.0
bateman,1.0,
batfan,,2.0
batgirl,9.0,
bath,10.0,7.0
bathrob,1.0,1.0
bathroom,15.0,11.0
bathtub,8.0,4.0
batinkoff,,1.0
batman,112.0,40.0
batter,,7.0
batteri,2.0,
battl,87.0,109.0
battledamag,,1.0
battlefield,26.0,8.0
battlego,1.0,
battler,,1.0
battleship,,3.0
bauchau,1.0,
bauchaus,1.0,
bauer,,1.0
bava,,6.0
bavarian,1.0,
bawitdaba,1.0,
bawl,1.0,1.0
baxter,2.0,1.0
bay,7.0,14.0
bayard,1.0,
baylor,,2.0
bayou,3.0,2.0
baystyl,1.0,
baywatch,2.0,
baz,,5.0
bazaar,1.0,
bazelli,,2.0
bazooka,3.0,
bb,,5.0
bbc,,3.0
bd,1.0,
beach,16.0,34.0
beachfront,,1.0
beachwalk,1.0,
beacon,6.0,1.0
bead,2.0,
beadadorn,1.0,
beal,10.0,1.0
beam,9.0,9.0
beaman,2.0,
bean,23.0,4.0
beancurd,,1.0
beantown,1.0,
bear,24.0,27.0
bearabl,4.0,4.0
beard,10.0,3.0
bearish,,1.0
bears,1.0,
beart,1.0,
beasley,,1.0
beast,32.0,18.0
beasti,,1.0
beastmast,1.0,
beastmen,1.0,
beastpeopl,3.0,
beastual,1.0,
beat,51.0,51.0
beatadeadhorseintoglu,1.0,
beaten,10.0,9.0
beatenup,,1.0
beater,,1.0
beatif,,1.0
beatl,5.0,2.0
beatng,1.0,
beatnik,,1.0
beatric,2.0,13.0
beatti,12.0,22.0
beau,2.0,9.0
beauden,1.0,
beaudin,1.0,
beaudoin,1.0,
beaufoy,,1.0
beaulieu,,3.0
beaumarchai,,11.0
beaumarchaiss,,1.0
beaus,,1.0
beauteous,1.0,
beauti,107.0,248.0
beautician,,1.0
beautifullyconstruct,,1.0
beaver,1.0,
beavi,,16.0
bebe,1.0,1.0
becam,19.0,55.0
becas,,1.0
beck,13.0,2.0
beckel,,1.0
becker,5.0,2.0
beckham,1.0,
becki,2.0,
beckinsal,5.0,8.0
beckon,2.0,2.0
becom,374.0,440.0
bed,31.0,17.0
bedazzl,3.0,2.0
bedfellow,1.0,
bedford,,3.0
bedhop,1.0,
bedmat,1.0,
bedpost,1.0,
bedridden,3.0,
bedrock,1.0,
bedroom,4.0,10.0
bedsid,1.0,1.0
bedspr,1.0,
bedtim,2.0,1.0
bee,2.0,6.0
beeb,1.0,
beef,1.0,
beek,1.0,6.0
beekeep,,3.0
beelin,1.0,
beelzubab,,1.0
beep,1.0,1.0
beeper,1.0,
beer,10.0,13.0
beerdrink,1.0,
beesboth,,1.0
beesley,1.0,
beethoven,1.0,1.0
beetl,1.0,4.0
beetlejuic,2.0,
beeyatch,1.0,
befal,,5.0
befit,1.0,1.0
befor,333.0,350.0
beforeand,1.0,
beforehand,,4.0
beforesometim,1.0,
befoul,1.0,
befriend,13.0,19.0
befuddl,6.0,2.0
beg,11.0,11.0
began,23.0,22.0
begbe,,1.0
begbi,,2.0
beget,,1.0
begin,251.0,332.0
beginn,1.0,
beginningwhil,,1.0
begotten,1.0,
begrudg,1.0,3.0
beguil,1.0,4.0
begun,5.0,8.0
behalf,1.0,5.0
behav,10.0,4.0
behavi,,1.0
behavior,14.0,23.0
behaviour,,9.0
behead,1.0,3.0
behemoth,1.0,1.0
behest,1.0,
behind,96.0,141.0
behindth,,1.0
behindthescen,4.0,3.0
behold,9.0,15.0
beij,,1.0
beirut,,1.0
bejesus,1.0,
bekim,1.0,
bela,1.0,1.0
belabor,1.0,
belair,1.0,
belat,1.0,
belay,1.0,
belch,2.0,
belcher,1.0,
beleagu,2.0,1.0
beleiv,1.0,2.0
belfast,,2.0
belgian,,5.0
belgianown,,1.0
belgium,,1.0
beli,,2.0
belief,10.0,38.0
beliefseloqu,,1.0
believ,200.0,282.0
believabilti,,1.0
believein,1.0,
belin,,1.0
belinda,2.0,1.0
belittl,,2.0
beliv,1.0,
bell,11.0,14.0
bella,,1.0
bellami,2.0,
bellbottom,,1.0
bellboy,3.0,
bellhop,2.0,1.0
belli,9.0,2.0
belliger,1.0,1.0
bello,6.0,1.0
belloq,1.0,
bellow,3.0,1.0
bellyach,1.0,1.0
bellybutton,1.0,
bellylaugh,,1.0
belon,,2.0
belong,25.0,26.0
belov,12.0,15.0
below,24.0,15.0
belowaverag,1.0,1.0
belowbelt,,1.0
belowground,,1.0
belt,11.0,4.0
belushi,5.0,1.0
bemoan,1.0,2.0
bemus,2.0,1.0
ben,50.0,85.0
benben,,2.0
bench,1.0,1.0
bend,3.0,5.0
bendel,1.0,
bender,3.0,
bendix,,1.0
bendrix,,1.0
bene,14.0,17.0
beneath,12.0,13.0
benecio,1.0,
benefactor,2.0,7.0
benefit,17.0,17.0
benevol,4.0,2.0
benhur,,1.0
benichou,,1.0
benicio,5.0,5.0
benig,,1.0
benign,3.0,3.0
benigni,1.0,22.0
benito,,2.0
benj,2.0,
benjamin,1.0,3.0
bennet,,2.0
bennett,3.0,
benni,4.0,2.0
bennington,,1.0
benoit,1.0,
benoni,1.0,
benson,,6.0
bent,8.0,4.0
bentley,2.0,6.0
benton,1.0,1.0
benz,6.0,
benzali,2.0,
beor,1.0,
beowolf,1.0,
bereav,,3.0
bereft,2.0,1.0
bereng,5.0,3.0
beresford,1.0,3.0
beret,,2.0
beretwear,1.0,
berg,2.0,
berger,2.0,
bergl,1.0,
bergman,1.0,10.0
beribbon,,1.0
bering,,1.0
beristain,,1.0
berkeley,2.0,4.0
berkeleyesqu,,1.0
berkley,12.0,
berkoff,1.0,
berkowitz,1.0,
berkshir,2.0,
berlin,2.0,5.0
berling,1.0,2.0
berman,2.0,
bernard,4.0,8.0
bernhard,2.0,2.0
bernheim,,1.0
berni,,3.0
bernsen,,1.0
bernstein,4.0,2.0
bernt,1.0,
berri,2.0,5.0
berridg,,1.0
berserk,3.0,
bert,,1.0
berth,,1.0
bertha,,1.0
beseech,1.0,
beset,,2.0
besid,28.0,22.0
besieg,1.0,2.0
bespectacl,,2.0
bess,,8.0
besson,24.0,21.0
best,364.0,547.0
bestand,,1.0
bestfriend,,1.0
bestial,,1.0
bestknown,,1.0
bestlook,,1.0
bestow,2.0,3.0
bestsel,5.0,8.0
bestsupport,1.0,
bestworst,,1.0
bestwritten,,1.0
bet,20.0,23.0
beta,1.0,
betatestingcumteas,1.0,
betcha,2.0,
beth,1.0,7.0
bethani,,8.0
bethlehem,,7.0
betray,12.0,23.0
betroth,1.0,
betsi,3.0,3.0
bett,,1.0
bettani,,5.0
better,360.0,274.0
betteramong,,1.0
betterknown,,1.0
bettermad,,1.0
betterso,1.0,
betterthanusu,,1.0
betti,14.0,7.0
between,286.0,373.0
betwixt,,1.0
bever,12.0,11.0
bevi,1.0,
bewar,8.0,2.0
bewig,,1.0
bewild,5.0,2.0
bewilder,3.0,4.0
bewitch,2.0,2.0
bewonder,,1.0
beyer,3.0,
beymer,1.0,
beyond,58.0,62.0
bezucha,,1.0
bfilm,2.0,1.0
bgrade,5.0,1.0
bhatnagar,1.0,
bhorror,1.0,1.0
bianca,,8.0
biao,,4.0
bias,,10.0
bibl,6.0,9.0
biblequot,,1.0
bibleread,,1.0
biblethump,,1.0
bibletot,,1.0
biblic,4.0,6.0
bicentenni,1.0,1.0
bicep,2.0,1.0
bicker,17.0,4.0
bickerman,1.0,
bickford,,2.0
bickl,,5.0
bicycl,1.0,
bid,2.0,3.0
bidder,2.0,
bide,1.0,
bidet,,3.0
bieb,2.0,
biederman,1.0,1.0
biehn,1.0,5.0
biel,6.0,
bierko,,3.0
big,399.0,287.0
bigalow,1.0,8.0
bigb,,1.0
bigbudget,9.0,5.0
bigbudgethollywoodact,1.0,
bigbust,1.0,
bigelow,1.0,
bigfoot,,1.0
bigg,17.0,7.0
bigger,23.0,14.0
biggerstaff,,1.0
biggerthanlif,1.0,1.0
biggest,53.0,51.0
biggi,1.0,
bigglesworth,1.0,
bigguy,1.0,
bighair,,1.0
bigleagu,,1.0
bignam,2.0,1.0
bigot,,4.0
bigotri,,1.0
bigscreen,8.0,9.0
bigshot,2.0,2.0
bigstudio,1.0,
bigtim,7.0,3.0
bigundergroundworm,1.0,
bigunderseaserp,1.0,
bigunderwatersnak,1.0,
bigwig,1.0,4.0
bike,2.0,5.0
biker,4.0,3.0
bikini,4.0,2.0
bikinireadi,1.0,
bilingu,1.0,1.0
bilk,1.0,
bilko,15.0,
bill,59.0,100.0
billboard,,2.0
billi,54.0,36.0
billiard,1.0,
billingsley,,4.0
billington,,3.0
billion,12.0,5.0
billionair,2.0,2.0
billionth,1.0,
billow,1.0,
billowi,1.0,
biloxi,1.0,
bimbo,11.0,2.0
bin,3.0,3.0
bind,2.0,7.0
bing,3.0,5.0
bingedrink,1.0,
bingo,3.0,
bink,3.0,6.0
binoch,1.0,3.0
binocular,1.0,
bio,4.0,
biogenet,1.0,
biograph,,1.0
biographi,2.0,
biohazard,1.0,
biolab,1.0,
biolog,4.0,2.0
biologist,5.0,1.0
biomechan,1.0,
biopic,1.0,2.0
bioport,1.0,4.0
biorhythm,1.0,
biotech,2.0,
birch,2.0,24.0
bird,12.0,27.0
birdbrain,1.0,
birdcag,1.0,1.0
birdhous,1.0,
birdi,6.0,2.0
birdlov,,1.0
birdsal,,2.0
birdseyeview,1.0,
birkenau,,1.0
birkin,1.0,1.0
birth,15.0,17.0
birthday,18.0,12.0
bischoff,7.0,
bisexu,5.0,2.0
bishop,,7.0
bismol,1.0,
bisset,,2.0
bistro,1.0,
bit,191.0,248.0
bitch,6.0,9.0
bitchi,7.0,2.0
bitchiest,1.0,
bitchin,,1.0
bite,21.0,18.0
bitten,5.0,4.0
bitter,16.0,32.0
bittersweet,,2.0
biz,2.0,
bizaar,,2.0
bizarr,36.0,46.0
bizarro,,1.0
biziou,,1.0
bizzar,,1.0
blab,,1.0
black,168.0,211.0
blackandwhit,,9.0
blackboard,1.0,1.0
blackburn,,1.0
blackclad,,1.0
blackeningheart,,1.0
blacker,1.0,1.0
blackest,,1.0
blackh,1.0,
blackmail,4.0,9.0
blackman,,3.0
blackmarket,1.0,1.0
blackout,5.0,
blackti,1.0,
blackwannab,1.0,
blackwel,,1.0
blackwolf,2.0,
blade,38.0,49.0
bladerunnerrobocop,,1.0
blah,10.0,6.0
blain,1.0,5.0
blair,48.0,36.0
blairwitch,1.0,
blake,6.0,21.0
blam,1.0,
blame,50.0,22.0
blanc,,1.0
blanch,8.0,
blanchett,6.0,9.0
bland,50.0,16.0
blandest,2.0,
blandi,1.0,
blank,17.0,15.0
blanket,1.0,5.0
blanketyblank,1.0,
blankfromhel,1.0,
blare,5.0,1.0
blas,2.0,
blasphemi,2.0,
blast,11.0,19.0
blaster,2.0,1.0
blatanc,1.0,
blatant,22.0,14.0
blather,4.0,1.0
blatti,,1.0
blawp,4.0,
blaxploit,1.0,6.0
blaze,10.0,3.0
blazin,,1.0
bleach,1.0,3.0
bleachblond,,1.0
bleacher,,1.0
bleak,14.0,25.0
blech,,1.0
bleed,8.0,7.0
bleeth,,1.0
blemish,,1.0
blend,9.0,20.0
bless,7.0,16.0
blethyn,2.0,1.0
blew,4.0,5.0
bli,,1.0
blind,18.0,23.0
blindfold,2.0,1.0
blindsid,,3.0
blink,4.0,5.0
blip,1.0,1.0
bliss,7.0,5.0
blissfullyconfus,1.0,
blist,1.0,
blister,1.0,1.0
blith,1.0,
blitz,2.0,
bloat,4.0,3.0
blob,8.0,
block,24.0,19.0
blockad,2.0,4.0
blockbust,31.0,29.0
blockhead,,1.0
blockubust,,1.0
bloke,,2.0
blond,43.0,21.0
blondhair,1.0,
blood,65.0,77.0
bloodandgor,1.0,
bloodbath,3.0,1.0
bloodfil,1.0,
bloodi,26.0,28.0
bloodless,1.0,2.0
bloodlet,,2.0
bloodlin,2.0,
bloodlust,,1.0
bloodsh,2.0,4.0
bloodsoak,3.0,1.0
bloodspatt,,1.0
bloodstream,1.0,
bloodsuck,2.0,1.0
bloodthirsti,4.0,6.0
bloodyfilm,,1.0
bloodyr,,1.0
bloom,2.0,1.0
bloomin,,1.0
bloomingdal,2.0,
bloomington,,1.0
blooper,,1.0
bloopersflub,,1.0
blossom,7.0,8.0
blotter,1.0,1.0
blous,,1.0
blow,44.0,24.0
blowhard,,1.0
blowjob,1.0,
blown,18.0,8.0
blownout,,1.0
blownup,,1.0
blowout,1.0,
blowup,1.0,
blubber,1.0,
bluca,6.0,
blucher,1.0,
bludgeon,2.0,
blue,54.0,57.0
bluebird,1.0,
blueblood,,1.0
bluecollar,1.0,1.0
blueey,1.0,1.0
bluegrass,1.0,1.0
blueish,,1.0
bluejean,1.0,
bluelight,1.0,
blueprint,2.0,4.0
bluer,1.0,1.0
bluescreen,5.0,3.0
blueskin,,1.0
bluesman,1.0,
bluesrock,1.0,
bluish,,2.0
blumberg,,1.0
blume,,4.0
blunder,4.0,2.0
blunderhead,1.0,
blunt,6.0,6.0
bluntman,,3.0
blur,4.0,3.0
blurb,2.0,
blurri,3.0,2.0
blurt,5.0,3.0
blush,,3.0
bluster,1.0,1.0
bluth,2.0,
blyth,2.0,
bmonster,1.0,
bmovi,20.0,9.0
bmw,1.0,2.0
bo,5.0,2.0
board,28.0,38.0
boarder,,1.0
boardroom,1.0,1.0
boardwalk,,1.0
boast,16.0,24.0
boat,39.0,25.0
boathous,,1.0
boatload,2.0,2.0
boatman,1.0,
boatwright,,1.0
boaz,1.0,
bob,58.0,60.0
boban,2.0,
bobbi,18.0,26.0
bobbitt,,1.0
bobbl,,1.0
bobcat,1.0,1.0
bobo,1.0,
boddi,,1.0
bode,2.0,
bodhi,1.0,
bodi,105.0,109.0
bodili,2.0,5.0
bodybuild,1.0,
bodyguard,5.0,4.0
bodystrewn,,1.0
bodythem,,1.0
bof,,1.0
bog,7.0,5.0
bogan,,1.0
bogart,1.0,2.0
bogg,2.0,
boggl,,1.0
bogi,1.0,
bogmen,,1.0
bogus,1.0,3.0
bohemia,,1.0
bohemian,,3.0
boil,18.0,7.0
boiler,2.0,20.0
boink,,1.0
boister,,2.0
bojan,,1.0
bokeem,3.0,
bold,4.0,17.0
bolek,3.0,
bollock,1.0,1.0
bologna,1.0,
bolster,2.0,1.0
bolt,3.0,1.0
bolton,,2.0
bomb,32.0,23.0
bombard,2.0,3.0
bombast,3.0,2.0
bombay,,1.0
bomber,1.0,9.0
bombshel,1.0,3.0
bon,6.0,1.0
bonanza,1.0,
bond,51.0,83.0
bondag,3.0,
bondian,1.0,1.0
bondish,1.0,
bondsman,,2.0
bondsmen,,1.0
bone,41.0,18.0
bonehead,3.0,1.0
boner,1.0,
bonerattl,,1.0
bonet,,1.0
boney,,1.0
bonfir,1.0,1.0
bong,1.0,1.0
bongo,1.0,
bonham,3.0,6.0
boni,,1.0
bonif,3.0,1.0
bonitz,,2.0
bonk,,1.0
bonker,,2.0
bonni,2.0,3.0
bonnier,1.0,
bont,12.0,3.0
bonus,4.0,9.0
boo,5.0,2.0
boob,4.0,1.0
boobi,2.0,
booboo,,1.0
boogi,14.0,21.0
boogieman,,3.0
boohoo,,1.0
book,140.0,161.0
bookend,,8.0
booker,,14.0
bookfilm,,1.0
booki,1.0,1.0
bookish,1.0,
booksaboutmovi,1.0,
booksel,12.0,
bookshelv,,1.0
bookstor,3.0,10.0
booli,,3.0
boom,4.0,6.0
boomer,1.0,1.0
boomi,1.0,
boon,,10.0
boondock,1.0,
boop,,2.0
boorem,,2.0
boorish,2.0,1.0
boorman,4.0,2.0
boost,6.0,6.0
booster,,2.0
boot,14.0,12.0
bootcamp,1.0,
booth,3.0,6.0
booti,1.0,
bootleg,2.0,1.0
bootsi,,1.0
bootstrap,1.0,
booz,4.0,3.0
boozedout,1.0,
boozedrinkin,1.0,
bordello,1.0,
border,23.0,12.0
borderjump,,1.0
borderlin,3.0,
bordersat,,1.0
bordertown,,1.0
bore,221.0,71.0
boreali,,1.0
boreathon,,1.0
boredom,11.0,5.0
borg,3.0,6.0
borgnin,3.0,1.0
bori,3.0,3.0
born,26.0,38.0
borrow,21.0,30.0
borschtbelt,1.0,
bosley,1.0,
bosom,4.0,
bosomi,1.0,
boss,46.0,46.0
bossa,,1.0
bossi,1.0,
bossman,1.0,
bosss,,1.0
bostock,,4.0
boston,6.0,12.0
bostonbas,1.0,
bostwick,,6.0
bot,1.0,
botan,,1.0
botch,6.0,8.0
botchedrobberi,1.0,
both,223.0,357.0
bother,42.0,13.0
bothersom,2.0,2.0
bottin,,2.0
bottl,28.0,6.0
bottom,30.0,21.0
bottomofthebarrel,2.0,2.0
bouajila,,3.0
bouc,,1.0
bouchez,1.0,
boudreau,1.0,
bought,12.0,12.0
bouillabaiss,1.0,
boulder,2.0,
boulevard,1.0,2.0
boull,3.0,
bounc,10.0,5.0
bounci,1.0,3.0
bound,15.0,30.0
boundari,5.0,12.0
bounderbi,1.0,
bounteous,,1.0
bounti,3.0,1.0
bouquet,1.0,1.0
bourgeoi,,3.0
bourgeoisi,1.0,2.0
bout,5.0,7.0
boutt,,2.0
bow,3.0,6.0
bowden,1.0,10.0
bowel,6.0,4.0
bowen,,1.0
boweri,1.0,
bowfing,1.0,33.0
bowi,3.0,5.0
bowl,20.0,18.0
bowler,6.0,6.0
bowman,,4.0
bowwow,,1.0
box,65.0,72.0
boxer,4.0,16.0
boxoffic,9.0,12.0
boy,145.0,158.0
boyanddog,,1.0
boyc,,2.0
boycal,,1.0
boyd,1.0,3.0
boydrinksentirebottleofshampooandmayormaynotgetgirlback,1.0,
boyfriend,34.0,37.0
boyfriendcoppartn,,1.0
boyfriendsoontob,1.0,
boygetskilledinhorribleaccid,,1.0
boyhood,,2.0
boyish,2.0,2.0
boyl,6.0,16.0
boylikesgirl,,1.0
boylosesgirl,1.0,
boymeetsfishandsavesenviron,1.0,
boymeetsgirl,1.0,1.0
boynextdoor,1.0,
boyo,,1.0
boyz,,2.0
boyznhood,,1.0
bozo,,1.0
bozzio,,1.0
bps,,1.0
bra,3.0,1.0
brabl,,1.0
bracco,,2.0
brace,5.0,2.0
bracesport,,1.0
bracket,,1.0
brad,17.0,27.0
bradford,1.0,
bradi,4.0,13.0
bradshaw,,2.0
braeden,1.0,
brafor,1.0,
brag,6.0,2.0
braga,,2.0
bragg,,1.0
braggart,1.0,
brain,54.0,30.0
brainard,8.0,
brainchild,1.0,1.0
braindead,8.0,
braini,,2.0
brainiac,1.0,1.0
brainless,7.0,6.0
brainoverbrawn,,1.0
brainwash,,1.0
brake,,2.0
bram,1.0,4.0
brambel,,1.0
bramon,1.0,
bran,1.0,
branagh,9.0,15.0
branaugh,2.0,1.0
brancato,3.0,1.0
branch,3.0,8.0
brancia,,1.0
brand,10.0,16.0
brandan,,1.0
brandi,9.0,5.0
brandish,2.0,2.0
brandnew,1.0,
brando,3.0,10.0
brandon,3.0,3.0
brandonlik,1.0,
brannagh,1.0,
brannon,,3.0
branson,1.0,
bras,2.0,
braschi,,2.0
brasco,10.0,4.0
brash,5.0,6.0
brass,5.0,2.0
brassi,,1.0
brassier,,1.0
brat,3.0,2.0
brate,1.0,
brati,,1.0
bratti,2.0,1.0
brattish,1.0,
braugher,,3.0
braun,,2.0
brautigan,,1.0
brauva,,1.0
brauvara,1.0,
bravado,2.0,4.0
brave,8.0,10.0
braveheart,8.0,27.0
braveheartdosag,,1.0
braveri,1.0,1.0
bravest,1.0,1.0
bravo,,1.0
bravura,1.0,3.0
brawl,5.0,2.0
brawn,1.0,1.0
braxton,,3.0
brazen,3.0,1.0
brazil,5.0,10.0
brazilian,5.0,
brazillian,,1.0
breach,3.0,
bread,,6.0
breadandbutt,,1.0
breadwinn,2.0,
break,89.0,115.0
breakag,,1.0
breakaway,2.0,
breakdanc,2.0,1.0
breakdown,9.0,11.0
breakdownthat,1.0,
breaker,1.0,
breakfast,8.0,7.0
breakfastofchampion,2.0,
breakin,3.0,1.0
breakintothebuild,1.0,
breakneck,,2.0
breakout,2.0,1.0
breakthrough,1.0,8.0
breakup,6.0,5.0
brean,,6.0
breast,31.0,11.0
breath,20.0,30.0
breathabl,,1.0
breather,1.0,1.0
breathi,2.0,1.0
breathless,1.0,5.0
breathnach,,1.0
breathtak,7.0,29.0
breck,1.0,
breckin,2.0,3.0
brecklin,1.0,
breckman,,2.0
bred,,1.0
breech,1.0,2.0
breed,15.0,10.0
breezi,1.0,7.0
breezili,,1.0
bregman,,1.0
breillat,7.0,
bremner,,1.0
brenda,7.0,1.0
brendan,3.0,8.0
brennan,2.0,1.0
brenneman,,2.0
brenner,7.0,
brent,2.0,4.0
bresslaw,2.0,3.0
bresson,,11.0
brest,1.0,
